"data.creators","data.name","data.share","data.symbol","data.uri","data.verified","is_mutable","mint","primary_sale_happened","update_authority","explorer_url","metaResult.name","metaResult.symbol","metaResult.description","metaResult.seller_fee_basis_points","metaResult.image","metaResult.attributes","metaResult.properties.creators","metaResult.properties.category","metaResult.properties.files","metaResult.collection.name","metaResult.collection.family"
"[""zeoX77mxkxfhjBY2mpmV2eKXc3AEiQrLHo5aSdHQSfJ""]","MNKC S2 #426","[100]","MNKC2","https://arweave.net/1HujxYIl9uOWlzxVSutz2IljyLM1c_2msZ6tWqO3rvY","[1]",true,"2u13eeXjRfeHyQbi6SYnxpEo7MBdRMjfmCVQ1EifxS3K",true,"zeoX77mxkxfhjBY2mpmV2eKXc3AEiQrLHo5aSdHQSfJ","https://explorer.solana.com/address/2u13eeXjRfeHyQbi6SYnxpEo7MBdRMjfmCVQ1EifxS3K","MNKC S2 Style #12","MNKC","MNKC generative monke art collection Series 2, curated by @zeolityst",500,"https://arweave.net/-n55U3P3EZvOgrdBUt4z3rw2OzN0Vij4Fn4ICfl5L4w","[{""trait_type"":""Series"",""value"":""2""},{""trait_type"":""Style"",""value"":""12""},{""trait_type"":""FAM"",""value"":""MonkeDAO""},{""trait_type"":""Greeting"",""value"":""wagmi""}]","[{""address"":""zeoX77mxkxfhjBY2mpmV2eKXc3AEiQrLHo5aSdHQSfJ"",""share"":100}]","image","[{""uri"":""https://arweave.net/-n55U3P3EZvOgrdBUt4z3rw2OzN0Vij4Fn4ICfl5L4w"",""type"":""image/png""}]","MNKC","zeolityst"
"[""CBRaUfUSz5nZAVw2XjBeqUgHFWwPfVgFEsHcQRP5ek5G"",""FDL3AT32bAAHEC9wujkesnHCvBEQWnmUVuDMJ7T8NJSw"",""3AHGRCbzaVyBghmpurDdzGCAbvQmtRwytNxTt4M2BFkr""]","Quantum Trader #8649","[0,50,50]","QT","https://arweave.net/5c1rV8XMF7MA0PBLZUQX5FNIjg-3C12Gn8q-7KTmPfU","[1,0,0]",true,"7FUC6eTsSFRXmpnqzPCDfy36bV8MFpHqXpD5RYhP5yQm",true,"HBERHSe9s4GApnkLkWGpej8SGjs9DuL5pi3cpQwXXop4","https://explorer.solana.com/address/7FUC6eTsSFRXmpnqzPCDfy36bV8MFpHqXpD5RYhP5yQm","Quantum Trader #8649","QT","An alien droid race unbound by time. Brought to life by Yawww to protect our realm and to stabilize our economy with $YAW.",800,"https://arweave.net/osO4XkpI4hET7hh8DyVHafRkQq9pTNhWB1zxBkvtAeo","[{""trait_type"":""Background"",""value"":""Deep focus""},{""trait_type"":""Helpers"",""value"":""Sentinels""},{""trait_type"":""Joints"",""value"":""Basic""},{""trait_type"":""Plates"",""value"":""White plates""},{""trait_type"":""Clothes"",""value"":""Night rider's jacket""},{""trait_type"":""Over clothes"",""value"":""Polygon cape""},{""trait_type"":""Wrist"",""value"":""Slick chrono white""},{""trait_type"":""Neckpiece"",""value"":""Golden scarf""},{""trait_type"":""Necklace"",""value"":""Triangle""},{""trait_type"":""Head"",""value"":""Basic""},{""trait_type"":""Table"",""value"":""Metal table""},{""trait_type"":""Goods"",""value"":""Turtles #1""},{""trait_type"":""Container"",""value"":""Coin pouch""},{""trait_type"":""Table decorations"",""value"":""Coins""}]","[{""address"":""FDL3AT32bAAHEC9wujkesnHCvBEQWnmUVuDMJ7T8NJSw"",""share"":50},{""address"":""3AHGRCbzaVyBghmpurDdzGCAbvQmtRwytNxTt4M2BFkr"",""share"":50}]",,"[{""type"":""image/png"",""uri"":""https://arweave.net/osO4XkpI4hET7hh8DyVHafRkQq9pTNhWB1zxBkvtAeo""}]","Quantum Traders","Quantum Traders"
"[""9JurCwd2qza7cHyWtbEtR4FJeihPQBE6UwyYwYCkRZcJ"",""F9hwNLJwTMvyozDMjmGF78sHyAAP9wqecvadJ2iKDMeF""]","SPSB #3149","[0,100]","SPSB","https://arweave.net/vBekzFN3f3aSs9AKDnvWx4vgSJOi4QmsF31mXatk744","[1,0]",true,"591HSBc1946oC2nzrX1DNDna2Puu5z14dvhFEmRZQTMG",true,"7LHYEQcNAYAE5WAkYXztXrjU5f5D8zNQ6akHEaFKsm61","https://explorer.solana.com/address/591HSBc1946oC2nzrX1DNDna2Puu5z14dvhFEmRZQTMG","SPSB #3149","SPSB","Solana Pepe Serious Business is all about 6969 generated Pepe's doing serious business stuff.",500,"https://arweave.net/ATLduB_qa6BFlgnvdSj8MWS_v2pJ0gaoRs_4dTD1HNk","[{""trait_type"":""background"",""value"":""Blue""},{""trait_type"":""type"",""value"":""Og Green""},{""trait_type"":""mouth"",""value"":""Orange Normal Mouth""},{""trait_type"":""clothes"",""value"":""Og Blue Shirt""},{""trait_type"":""headwear"",""value"":""None""},{""trait_type"":""eyewear"",""value"":""Cool Glasses""},{""trait_type"":""cigar"",""value"":""None""}]","[{""address"":""F9hwNLJwTMvyozDMjmGF78sHyAAP9wqecvadJ2iKDMeF"",""share"":100}]","image","[{""type"":""image/png"",""uri"":""https://arweave.net/ATLduB_qa6BFlgnvdSj8MWS_v2pJ0gaoRs_4dTD1HNk""}]","Serious Pepes","Solana Pepe Serious Business"
"[""XV8zwvSfDwMLq7weh5PSBiPeUz1iTxtsT5GA4VzfzMN"",""AfRGphydKvZxhwvtRe3SRJAG3nbfsW7UfoXX9aLFkzZw""]","SKELLY PET #945","[0,100]","SKLLYPTS","https://arweave.net/rBVCs24HcPpmlbkXpca2MmbtOozSs7-11Bn_IkGnW4M","[1,0]",true,"426p7rHZjwimo6WfGmMTkkKjdYsQmkd4Mb1GykxkU8ju",true,"KPc6R78yEFaSw5XpjJnvmDUmQHTTjAYpBr77WZRov4L","https://explorer.solana.com/address/426p7rHZjwimo6WfGmMTkkKjdYsQmkd4Mb1GykxkU8ju","SKELLY PET #945","SKLLYPTS","The Skelly Gang's feathered friends.",800,"https://arweave.net/KFp1mGRmt7X4UUp33Aw7C-NRlSo88hHanOZoVNtu43g","[{""trait_type"":""BACKGROUND"",""value"":""GREEN""},{""trait_type"":""PET"",""value"":""CROW""},{""trait_type"":""EYES"",""value"":""BLACK EYEPATCH""},{""trait_type"":""BODY"",""value"":""PURPLE BONE""},{""trait_type"":""NECK"",""value"":""COLLAR""},{""trait_type"":""HAT"",""value"":""ORANGE BEANIE""}]","[{""address"":""AfRGphydKvZxhwvtRe3SRJAG3nbfsW7UfoXX9aLFkzZw"",""share"":100}]","image","[{""type"":""image/png"",""uri"":""https://arweave.net/KFp1mGRmt7X4UUp33Aw7C-NRlSo88hHanOZoVNtu43g""}]","SKELLY PETS","CROWS"
"[""7r5YwESX6Db13w7DJtymxMgGCWLDwvGGWAqnNx3wMNLv"",""FLtmtvSDRJyfsKWtEJ9Ci346dfS3yHyoW4b1PCb45o94"",""6BVCpQfWHLSwzgzfknNjnmhJRDtaJpeaUHVtG68i1v9p"",""47bSBA5uqWN6m7LsPtJEVz1bS976dRMbaqHucCd5fvpD"",""HQfdgKU8gVvZWWt9upvh8zuwTiFEqGozv3nhmp6iBG9u""]","Mushie #1811","[0,10,10,10,70]","MM","https://arweave.net/rT-jb4tFICrKDO9HvDKkBSF0XlR0mAlNIbFGFrWZSiI","[1,0,0,0,0]",true,"Ga6M9aa4HCt5FG9JTEJmhm6eTrLJexxkSzRvduYRLWMK",true,"HQfdgKU8gVvZWWt9upvh8zuwTiFEqGozv3nhmp6iBG9u","https://explorer.solana.com/address/Ga6M9aa4HCt5FG9JTEJmhm6eTrLJexxkSzRvduYRLWMK","Mushie #1811","MM","4444 Magic Mushies trippin to bring the emphasis back on community! Biggest mint giveaway, Community Job incentive, & much more!",600,"https://arweave.net/AjXGD6fYZi7YkhmcrRcb7L7Cvr2Ac-J5ZSYet3O9FxU","[{""trait_type"":""Background"",""value"":""Green""},{""trait_type"":""Body"",""value"":""Normal""},{""trait_type"":""Shirt"",""value"":""Blue Hoodie""},{""trait_type"":""Accessories"",""value"":""None""},{""trait_type"":""Cap"",""value"":""Red""},{""trait_type"":""Earring"",""value"":""None""},{""trait_type"":""Hat"",""value"":""Halo""},{""trait_type"":""Eyes"",""value"":""Shy""},{""trait_type"":""Mouth"",""value"":""Underbite""},{""trait_type"":""Type"",""value"":""Dark""}]","[{""address"":""FLtmtvSDRJyfsKWtEJ9Ci346dfS3yHyoW4b1PCb45o94"",""share"":10},{""address"":""6BVCpQfWHLSwzgzfknNjnmhJRDtaJpeaUHVtG68i1v9p"",""share"":10},{""address"":""47bSBA5uqWN6m7LsPtJEVz1bS976dRMbaqHucCd5fvpD"",""share"":10},{""address"":""HQfdgKU8gVvZWWt9upvh8zuwTiFEqGozv3nhmp6iBG9u"",""share"":70}]","image","[{""type"":""image/png"",""uri"":""https://arweave.net/AjXGD6fYZi7YkhmcrRcb7L7Cvr2Ac-J5ZSYet3O9FxU""}]",,
"[""5aSiBFsYGxgFSEUC7S7MmGqHPWVgaN8rjucps1EZZstT"",""GT2Ud8dfL5aqjBpCwE19e7QAx4e979jDR2otrxLza2T5"",""2iquoCgWCzbMQfYWQs8KiY4yQczHP5wu2JooqbLehVnf""]","Big Shot Foxes #1514","[0,70,30]","BSF","https://arweave.net/q_M4hX0rdRC1bIsKBs9xFOd02nyVy42AMQMtXo3G1Fo","[1,0,0]",true,"DUt8W8yqnvEoPJpyqv9X3ScXjvBW6Xtq5fGo49qATUCK",true,"UK2gDfghVSqUjds6CMv7LB6KFroiAE4x7ipHBTMngCJ","https://explorer.solana.com/address/DUt8W8yqnvEoPJpyqv9X3ScXjvBW6Xtq5fGo49qATUCK","Big Shot Foxes #1514","BSF","Big Shot Foxes is an NFT collection building the main mini-game hub in Solana. Rev share, stake, breed, and earn $BigCandy via staking and on-chain games.",1000,"https://arweave.net/rsvF5bkD3shdiJXuJ9eE36q52JEa63A-46Dtrn5LnEE?ext=png","[{""trait_type"":""Background"",""value"":""Orange""},{""trait_type"":""Fur"",""value"":""Red happy""},{""trait_type"":""Clothing"",""value"":""Shirt no sleeves plain yellow""},{""trait_type"":""Hat"",""value"":""None""},{""trait_type"":""Eyebrows"",""value"":""Normal""},{""trait_type"":""Eyewear"",""value"":""None""},{""trait_type"":""Earring"",""value"":""Earring golden""},{""trait_type"":""Mask"",""value"":""None""}]","[{""address"":""GT2Ud8dfL5aqjBpCwE19e7QAx4e979jDR2otrxLza2T5"",""share"":70},{""address"":""2iquoCgWCzbMQfYWQs8KiY4yQczHP5wu2JooqbLehVnf"",""share"":30}]","image","[{""uri"":""1513.png"",""type"":""image/png""}]",,
"[""8f1kETDdjqbxVhLF7xjvJjfz9KJFweJEbDsagYg8dgsq"",""8vo3rYvQcLW4pD5HMkTPV9cKajsXZdkBu3B4r18drd9h"",""7cYXHDRJVCDeorBj52YKNCuGKTJgaKgxZhZrisTXUhUD"",""GjHbPmByVHGBGTrz6CQBXSB5tSNbu3Vwaakofbst4Ayd""]","2BIT #963","[0,45,45,10]","2BIT","https://raw.githubusercontent.com/2bit111/sol/master/41UyLEHCBDEWLRvCpGFSypm8Zo6LYyKz3HwY1a8xXwq8.json","[1,0,0,0]",true,"41UyLEHCBDEWLRvCpGFSypm8Zo6LYyKz3HwY1a8xXwq8",true,"8bittBS41ekHFhgp1UMZDHpFvDMLiyhDKWeAccq9YiDV","https://explorer.solana.com/address/41UyLEHCBDEWLRvCpGFSypm8Zo6LYyKz3HwY1a8xXwq8","2BIT #963","2BIT","A collection of 2Bit NFT's on Solana",1000,"https://arweave.net/vPb52lVPC11U3JnwEnqq6dQ4PipXe66V_m77b6GWAho?ext=png","[{""trait_type"":""Background"",""value"":""BG Fox ""},{""trait_type"":""Bottom"",""value"":""2 Dark Grey ""},{""trait_type"":""Top B&W"",""value"":""1 Light Grey ""}]","[{""address"":""8vo3rYvQcLW4pD5HMkTPV9cKajsXZdkBu3B4r18drd9h"",""share"":45},{""address"":""7cYXHDRJVCDeorBj52YKNCuGKTJgaKgxZhZrisTXUhUD"",""share"":45},{""address"":""GjHbPmByVHGBGTrz6CQBXSB5tSNbu3Vwaakofbst4Ayd"",""share"":10}]","image","[{""uri"":""https://arweave.net/vPb52lVPC11U3JnwEnqq6dQ4PipXe66V_m77b6GWAho?ext=png"",""type"":""image/png""}]","2BIT Sol","2BIT Sol"
"[""9JurCwd2qza7cHyWtbEtR4FJeihPQBE6UwyYwYCkRZcJ"",""F9hwNLJwTMvyozDMjmGF78sHyAAP9wqecvadJ2iKDMeF""]","SPSB #1286","[0,100]","SPSB","https://arweave.net/i5cRs4Bjal2MNyMCN6B9xC50YBlpwYKmKuSa77fcABQ","[1,0]",true,"o2NUCGKKJqAnZFz9U3pFx24pjrJ8SxdVTuBdX1y94hp",true,"7LHYEQcNAYAE5WAkYXztXrjU5f5D8zNQ6akHEaFKsm61","https://explorer.solana.com/address/o2NUCGKKJqAnZFz9U3pFx24pjrJ8SxdVTuBdX1y94hp","SPSB #1286","SPSB","Solana Pepe Serious Business is all about 6969 generated Pepe's doing serious business stuff.",500,"https://arweave.net/8A9wfm3JrjFK8wuvlbiX1Fp6scA0kbHTUMTDdBBGSFo","[{""trait_type"":""background"",""value"":""Yellow""},{""trait_type"":""type"",""value"":""Alien""},{""trait_type"":""mouth"",""value"":""White Normal Mouth""},{""trait_type"":""clothes"",""value"":""Orange Shirt""},{""trait_type"":""headwear"",""value"":""None""},{""trait_type"":""eyewear"",""value"":""Og Eyes""},{""trait_type"":""cigar"",""value"":""None""}]","[{""address"":""F9hwNLJwTMvyozDMjmGF78sHyAAP9wqecvadJ2iKDMeF"",""share"":100}]","image","[{""type"":""image/png"",""uri"":""https://arweave.net/8A9wfm3JrjFK8wuvlbiX1Fp6scA0kbHTUMTDdBBGSFo""}]","Serious Pepes","Solana Pepe Serious Business"
"[""4bbq1shVzaszLRkNcmFWzMEYw4crLgmsUKNAZKkgSarV""]","SD Card Etiquette: 006","[100]","SDIGI","https://ipfs.io/ipfs/QmR58CvHyKR2bMSfwC5Ur7cyfdBroAwxGs2gLd3njLC47v","[1]",true,"Dm7rGZoDGMaNkwjdTr8SraSZ9KMHNxeRJ8guTi3tPY7w",false,"4bbq1shVzaszLRkNcmFWzMEYw4crLgmsUKNAZKkgSarV","https://explorer.solana.com/address/Dm7rGZoDGMaNkwjdTr8SraSZ9KMHNxeRJ8guTi3tPY7w","SD Card Etiquette: 006","SDIGI",,8000,"https://ipfs.io/ipfs/QmVaoTkt6CYQqnuySRp4FtehGti5ueGRJYvMN5mk8ihntp",,"[{""address"":""4bbq1shVzaszLRkNcmFWzMEYw4crLgmsUKNAZKkgSarV"",""verified"":true,""share"":100}]","image","[{""uri"":""https://ipfs.io/ipfs/QmVaoTkt6CYQqnuySRp4FtehGti5ueGRJYvMN5mk8ihntp"",""type"":""image/jpeg""}]","SD Card Etiquette","SD Card Etiquette"
"[""E3D58fRWyxdPzPhotZF5vLgNHHcbcDWnYs87VQYu9SDK"",""tsU33UT3K2JTfLgHUo7hdzRhRe4wth885cqVbM8WLiq""]","Red Portal","[98,2]","","https://bafkreih4qnelt5ktwrn5s5h7hy4humfgehvk3svqplmzu2qogb6kgnptbq.ipfs.dweb.link?ext=","[1,1]",false,"KaNSXmbi8P2Ehd7MxGG6fhbGYhquLNXPu5uh8acf97h",false,"E3D58fRWyxdPzPhotZF5vLgNHHcbcDWnYs87VQYu9SDK","https://explorer.solana.com/address/KaNSXmbi8P2Ehd7MxGG6fhbGYhquLNXPu5uh8acf97h","Red Portal","","A commemorative image distributed to the 22 members of the EXCHANGE.ART Photo Collective who took part in the WITH RED group show, February 2022.",1000,"https://bafybeibpx47avdyjzecquxzj3p7rhkqryzp6b2sxh2cwj2oi2b75knv6m4.ipfs.dweb.link?ext=jpg","[]","[{""address"":""E3D58fRWyxdPzPhotZF5vLgNHHcbcDWnYs87VQYu9SDK"",""share"":98},{""address"":""tsU33UT3K2JTfLgHUo7hdzRhRe4wth885cqVbM8WLiq"",""share"":2}]","image","[{""uri"":""https://bafybeibpx47avdyjzecquxzj3p7rhkqryzp6b2sxh2cwj2oi2b75knv6m4.ipfs.dweb.link?ext=jpg"",""type"":""image/jpeg""}]","WITH RED - Contributor","OneHP X EXCHANGE.ART Photo Collective"
"[""FYmTuomXJdukfkgHKf7MzVbkrWQxWt6LfbaCjdGWZ5ct"",""bdvt3uwF84vUYy2WFA6sQZB7wNx5P1pTPjbpvnUxypa""]","Detown Cow #1821","[0,100]","DTC","https://arweave.net/_ZAgEcacsXcDPR3vZzoGuDGM2zIrsXUXbsXG46M6k2w","[1,0]",true,"HBYgShuXgZtzeiMSQNhedThRw8b1FoHP45PghMxjMq6x",true,"bdvt3uwF84vUYy2WFA6sQZB7wNx5P1pTPjbpvnUxypa","https://explorer.solana.com/address/HBYgShuXgZtzeiMSQNhedThRw8b1FoHP45PghMxjMq6x","Detown Cow #1821","DTC","An adorable cow living in Detown",800,"https://www.arweave.net/jL3Es0QCunaP9ARVlZv80VjnNwwiEveQNSB-IxiLZW8?ext=png","[{""trait_type"":""Horns"",""value"":""Black""},{""trait_type"":""Head"",""value"":""Cap""},{""trait_type"":""Background"",""value"":""Farm""},{""trait_type"":""Clothing"",""value"":""Tank Top""},{""trait_type"":""Mouth"",""value"":""Eggplant""},{""trait_type"":""Eyes"",""value"":""Normal""},{""trait_type"":""Body"",""value"":""White""}]","[{""address"":""bdvt3uwF84vUYy2WFA6sQZB7wNx5P1pTPjbpvnUxypa"",""share"":100}]","image","[{""uri"":""https://www.arweave.net/jL3Es0QCunaP9ARVlZv80VjnNwwiEveQNSB-IxiLZW8?ext=png"",""type"":""image/png""}]","Detown Cows","Detown"
"[""75s1ScKaTxoC7rq6ZDM71YpGkDRExcX3o3CWm61mYMqr""]","TIME","[100]","CLCTN","https://ipfs.io/ipfs/Qmc58GYPH5EZ34tLqszhkyJMriZb1inYRns1gvNqggeM8B","[1]",true,"vXRDh5SSfUTwAfvHaFPuAFBad7kGKCuqLdNw5fpnaxB",false,"75s1ScKaTxoC7rq6ZDM71YpGkDRExcX3o3CWm61mYMqr","https://explorer.solana.com/address/vXRDh5SSfUTwAfvHaFPuAFBad7kGKCuqLdNw5fpnaxB","TIME","CLCTN","COLLECTION 1 - Middlebury, VT
On May 11, 2018, Cherub performed at Middlebury College in Vermont. After soundcheck, I spent my afternoon adventuring around the prop-house in the basement of the theatre department. This is my collection.",1000,"https://ipfs.io/ipfs/QmbXUjQhkNZa1qW7yiHv6bKp9xhegzodmbcdBH2yRzAFhr","[{""trait_type"":""COLLECTION"",""value"":""1""},{""trait_type"":""OBJECT"",""value"":""CLOCK""},{""trait_type"":""TONE"",""value"":""WARM""},{""trait_type"":""GRAIN"",""value"":""DIGITAL""},{""trait_type"":""CAMERA"",""value"":""CANON 6D""},{""trait_type"":""LENS"",""value"":""EF 40mm f/2.8 STM""}]","[{""address"":""75s1ScKaTxoC7rq6ZDM71YpGkDRExcX3o3CWm61mYMqr"",""verified"":true,""share"":100}]","image","[{""uri"":""https://ipfs.io/ipfs/QmbXUjQhkNZa1qW7yiHv6bKp9xhegzodmbcdBH2yRzAFhr"",""type"":""image/jpeg""}]","COLLECTIONS","SCHTOMPA Photography"
"[""5Fc7Zy7HgRatL8XhX5uqsUFEjGPop1uJXKrp3Ws7m1Tn""]","Solanimal #210 - Cat","[100]","","https://arweave.net/uKJFTv7mAsWWX2qMVtizJfWEZXjBquCFw1LXnVV1DbM","[1]",true,"5AerqsvT1513dw7LueUcQv8VfhnssCCUtyUJND5tYQZ5",false,"5Fc7Zy7HgRatL8XhX5uqsUFEjGPop1uJXKrp3Ws7m1Tn","https://explorer.solana.com/address/5AerqsvT1513dw7LueUcQv8VfhnssCCUtyUJND5tYQZ5","Solanimal #210 - Cat","","Solanimal #210 - Cat. Procedurally generated and minted with love",200,"https://arweave.net/sU7ndMYvmwpnS9TCZcKllzUWRu1zj2s8JP06RCKlSxg","[{""trait_type"":""Id"",""value"":""210""},{""trait_type"":""Generation"",""value"":""0""},{""trait_type"":""Coat color"",""value"":""Ginger""},{""trait_type"":""Eyes color"",""value"":""Green""},{""trait_type"":""Coat type"",""value"":""Plain""},{""trait_type"":""Tail"",""value"":""Plain""},{""trait_type"":""Shoes"",""value"":""Gloves""},{""trait_type"":""Glasses"",""value"":""None""},{""trait_type"":""Hat"",""value"":""None""},{""trait_type"":""Collar"",""value"":""Purple collar""}]","[{""address"":""5Fc7Zy7HgRatL8XhX5uqsUFEjGPop1uJXKrp3Ws7m1Tn"",""verified"":true,""share"":100}]","vr","[""https://arweave.net/67iHfcSkg4uGE2-ybNw7F035GPH_oYByCKD70GkpdQ0""]",,
"[""9kRRzJQuYSXYQvqqcmdF6zMafsCbys9CZFmRtfKuSmBn"",""7E8zGR9c7oiEAqAd2mRnseYSoTCZsG4TuFGZQZ4XnH8y"",""6SyCssfdXWjNw3MoDhYXvAkGKGzr9fXxD611KAmLjncW"",""2TnoBmaeEk7qs2Dw1xvPRXwYQt3f8CHGFSdQHY2Hsyto"",""89j5Wdq5WBBrkBJyrVkB939iDf7kVm5NfERiAbU4CtpA""]","The Historians #4980","[0,30,20,20,30]","BOOP","https://arweave.net/hIMYDk1XKPJmiSpjkhBaoKmXRdWfBisWfuP9zjUvbJI","[1,0,0,0,0]",true,"FLzTcMQki9KZv7JGmBrisQKAphrct6YEpAew5pev6YWs",true,"5N8rqssSFogn5ymYAhZvqryurr2HYhdxaXcV4EVUFz5X","https://explorer.solana.com/address/FLzTcMQki9KZv7JGmBrisQKAphrct6YEpAew5pev6YWs","The Historians #4980","BOOP","The Historians are the keepers of Boopie lore. Collecting one grants you access to reDAO and OpusDAO.",500,"https://www.arweave.net/UPHYHYiCVxwY3-TRfWR_5XfrSjxUSjsS_BDBVCWMSuE?ext=png","[{""trait_type"":""Background"",""value"":""Red""},{""trait_type"":""Torso"",""value"":""Fuzzy Purple""},{""trait_type"":""Skin"",""value"":""Dark Mode""},{""trait_type"":""Mouth"",""value"":""OG""},{""trait_type"":""Nose Eyes"",""value"":""Button Yellow""},{""trait_type"":""Mask Eyes"",""value"":""Sprayed""},{""trait_type"":""Hat"",""value"":""Siren""}]","[{""address"":""7E8zGR9c7oiEAqAd2mRnseYSoTCZsG4TuFGZQZ4XnH8y"",""share"":30},{""address"":""6SyCssfdXWjNw3MoDhYXvAkGKGzr9fXxD611KAmLjncW"",""share"":20},{""address"":""2TnoBmaeEk7qs2Dw1xvPRXwYQt3f8CHGFSdQHY2Hsyto"",""share"":20},{""address"":""89j5Wdq5WBBrkBJyrVkB939iDf7kVm5NfERiAbU4CtpA"",""share"":30}]","image","[{""uri"":""https://www.arweave.net/UPHYHYiCVxwY3-TRfWR_5XfrSjxUSjsS_BDBVCWMSuE?ext=png"",""type"":""image/png""}]",,
"[""HPZYgDgBou1oAwgqR5XQbzwoWYB94Qw12KmCpRV4ywwL"",""AdrbFJeEMrTpKXn74MdAnT9CJmuHUgxASEKuoxhr62Tq""]","Ice-Cream Parlour Monkes #576","[0,100]","ICPM","https://arweave.net/fCfXUE9jfbxtC8cL0uPQwvi7Vn-LPM0mwViph8RlnG4","[1,0]",true,"8ZYL4x5fkv1S8TwBwpT2ucFGGm6yFfJBuW7WixnX4UWd",false,"HPZYgDgBou1oAwgqR5XQbzwoWYB94Qw12KmCpRV4ywwL","https://explorer.solana.com/address/8ZYL4x5fkv1S8TwBwpT2ucFGGm6yFfJBuW7WixnX4UWd","Ice-Cream Parlour Monkes #576","ICPM","4,000 Ice-Cream Parlour Monkes in celebration of Solana Summer ",500,"https://www.arweave.net/2CjGm0LiqkaYMFgOMI0t40xsi7Y4al2ulnsayZrq7lE?ext=png","[{""trait_type"":""Background"",""value"":""Purple""},{""trait_type"":""Cone"",""value"":""White Shirt""},{""trait_type"":""Scoop"",""value"":""Orange""},{""trait_type"":""Flavor"",""value"":""Wildberry Lavender""},{""trait_type"":""Topping"",""value"":""None""},{""trait_type"":""Head"",""value"":""White Fedora""},{""trait_type"":""Eyes"",""value"":""Laser Eyes""},{""trait_type"":""Earring"",""value"":""None""}]","[{""address"":""AdrbFJeEMrTpKXn74MdAnT9CJmuHUgxASEKuoxhr62Tq"",""share"":100}]","image","[{""uri"":""https://www.arweave.net/2CjGm0LiqkaYMFgOMI0t40xsi7Y4al2ulnsayZrq7lE?ext=png"",""type"":""image/png""}]","Ice-Cream Parlour Monkes","SMU"
"[""6USFh4bZeeVEubAu32GtEnYAKR9y3Eh2LV82twUQz8V7"",""8GvFHAh57FznUxbYbkd7jxmYpkTjhHLqrpQEq1AWibqn""]","","[0,100]","COWS","https://testlaunchmynft.mypinata.cloud/ipfs/QmSxpw5GZoU2FngzwHDDUinvDHCXbDoSxBvPyoqQ1VP6xo/738.json","[1,0]",true,"2DXSDbMJ77LHf2xXDGGckz2PR7ZHgv3nu8fo51QHYAwz",true,"8GvFHAh57FznUxbYbkd7jxmYpkTjhHLqrpQEq1AWibqn","https://explorer.solana.com/address/2DXSDbMJ77LHf2xXDGGckz2PR7ZHgv3nu8fo51QHYAwz","Cow738","COWS","999 Cows arrived from the farm to stay. Not affiliated to Bull Empire. Will be listed on Magic Eden.",500,"https://testlaunchmynft.mypinata.cloud/ipfs/QmbYWrcm54kNuzZGp8SNvAKB7cL9icaBUFqeTkNbuhCmos/738.png","[{""trait_type"":""Background"",""value"":""Orange""},{""trait_type"":""Body"",""value"":""White Brown""},{""trait_type"":""Clothes"",""value"":""CSSA Space Suit""},{""trait_type"":""Eyes"",""value"":""Normal""},{""trait_type"":""Face"",""value"":""Silver Ring""},{""trait_type"":""Head"",""value"":""None""},{""trait_type"":""Rarity Rank"",""value"":503,""display_type"":""number"",""max_value"":999}]","[{""address"":""8GvFHAh57FznUxbYbkd7jxmYpkTjhHLqrpQEq1AWibqn"",""share"":100}]","image","[{""uri"":""https://testlaunchmynft.mypinata.cloud/ipfs/QmbYWrcm54kNuzZGp8SNvAKB7cL9icaBUFqeTkNbuhCmos/738.png"",""type"":""image/png""}]","Cow Empire","LaunchMyNFT"
"[""5aSiBFsYGxgFSEUC7S7MmGqHPWVgaN8rjucps1EZZstT"",""GT2Ud8dfL5aqjBpCwE19e7QAx4e979jDR2otrxLza2T5"",""2iquoCgWCzbMQfYWQs8KiY4yQczHP5wu2JooqbLehVnf""]","Big Shot Foxes #100","[0,70,30]","BSF","https://arweave.net/quMy-LsiEtKkU_sW4Cz_mSd1ZDzt-NMGlN3Ny08VPGQ","[1,0,0]",true,"7RaHAYWA1qd2X4rMwoQjzhaXvMpzTvYrRTZPac76BtVh",true,"UK2gDfghVSqUjds6CMv7LB6KFroiAE4x7ipHBTMngCJ","https://explorer.solana.com/address/7RaHAYWA1qd2X4rMwoQjzhaXvMpzTvYrRTZPac76BtVh","Big Shot Foxes #100","BSF","Big Shot Foxes is an NFT collection building the main mini-game hub in Solana. Rev share, stake, breed, and earn $BigCandy via staking and on-chain games.",1000,"https://arweave.net/C7AQ71_F4YtS4jf2RtdW4-90culWR14paXozjDrbKcg?ext=png","[{""trait_type"":""Background"",""value"":""Black""},{""trait_type"":""Fur"",""value"":""Orange normal""},{""trait_type"":""Clothing"",""value"":""Slim white pink""},{""trait_type"":""Hat"",""value"":""Cardboard box""},{""trait_type"":""Eyebrows"",""value"":""Serious""},{""trait_type"":""Eyewear"",""value"":""None""},{""trait_type"":""Earring"",""value"":""None""},{""trait_type"":""Mask"",""value"":""None""}]","[{""address"":""GT2Ud8dfL5aqjBpCwE19e7QAx4e979jDR2otrxLza2T5"",""share"":70},{""address"":""2iquoCgWCzbMQfYWQs8KiY4yQczHP5wu2JooqbLehVnf"",""share"":30}]","image","[{""uri"":""99.png"",""type"":""image/png""}]",,
